def_1_ly,def_2_ly,def_4_ly,dist_1_percent_ly,dist_2_percent_ly,dist_hidro,dist_road,dist_road_hidro,area_PA,active_fires_ly
0.48629696995619237,0.5995100601307439,0.7086260948515438,0.3038644352487966,0.20852642510039246,0.0489587424760831,0.16444096591543966,0.14703639502808813,0.027180050096575467,0.12306671822604197
